spatial_points_x,confirmed_nt_y,confirmed_relative_l2_error_y,confirmed_runtime_s_y
8,2,0.0053904445536408635,1.1054588719271123
16,8,0.0010588950924606494,3.8450239738449454
32,32,0.0011743470914028953,19.592889974825084
64,128,0.0042206121316914385,117.31962949223816
